YEAR,STATE,STATE_ABR,CANDIDATE,PARTY,WRITEIN,VOTES,TOTALVOTES
2008,Vermont,VT,,,TRUE,1464,325046
2008,Vermont,VT,"Barr, Bob",libertarian,FALSE,1067,325046
2008,Vermont,VT,"Baldwin, Charles """"Chuck""""",constitution party,FALSE,500,325046
2008,Vermont,VT,"Calero, Roger",socialist workers,FALSE,150,325046
2008,Vermont,VT,"La Riva, Gloria Estella",socialism and liberation party,FALSE,149,325046
2008,Vermont,VT,"Moore, Brian",liberty union party,FALSE,141,325046
2008,Virginia,VA,"Obama, Barack H.",democrat,FALSE,1959532,3723260
2008,Virginia,VA,"McCain, John",republican,FALSE,1725005,3723260
2008,Virginia,VA,"Nader, Ralph",independent,FALSE,11483,3723260
2008,Virginia,VA,"Barr, Bob",libertarian,FALSE,11067,3723260
2008,Virginia,VA,"Baldwin, Charles """"Chuck""""",independent green,FALSE,7474,3723260
2008,Virginia,VA,,,TRUE,6355,3723260
2008,Virginia,VA,"McKinney, Cynthia",green,FALSE,2344,3723260
2008,Washington,WA,"Obama, Barack H.",democrat,FALSE,1750848,3036878
2008,Washington,WA,"McCain, John",republican,FALSE,1229216,3036878
2008,Washington,WA,"Nader, Ralph",independent,FALSE,29489,3036878
2008,Washington,WA,"Barr, Bob",libertarian,FALSE,12728,3036878
2008,Washington,WA,"Baldwin, Charles """"Chuck""""",constitution party,FALSE,9432,3036878
2008,Washington,WA,"McKinney, Cynthia",green,FALSE,3819,3036878
2008,Washington,WA,"La Riva, Gloria Estella",socialism and liberation party,FALSE,705,3036878
2008,Washington,WA,"Harris, James",socialist workers,FALSE,641,3036878
2008,West Virginia,WV,"McCain, John",republican,FALSE,397466,713451
2008,West Virginia,WV,"Obama, Barack H.",democrat,FALSE,303857,713451
2008,West Virginia,WV,"Nader, Ralph",independent,FALSE,7219,713451
2008,West Virginia,WV,"Baldwin, Charles """"Chuck""""",constitution party,FALSE,2465,713451
2008,West Virginia,WV,"McKinney, Cynthia",mountain party,FALSE,2355,713451
2008,West Virginia,WV,,,TRUE,89,713451
2008,Wisconsin,WI,"Obama, Barack H.",democrat,FALSE,1677211,2983417
2008,Wisconsin,WI,"McCain, John",republican,FALSE,1262393,2983417
2008,Wisconsin,WI,"Nader, Ralph",independent,FALSE,17605,2983417
2008,Wisconsin,WI,"Barr, Bob",libertarian,FALSE,8858,2983417
2008,Wisconsin,WI,Scattering,,FALSE,6521,2983417
2008,Wisconsin,WI,"Baldwin, Charles """"Chuck""""",constitution party,FALSE,5072,2983417
2008,Wisconsin,WI,"McKinney, Cynthia",green,FALSE,4216,2983417
2008,Wisconsin,WI,"Wamboldt, Jeffrey",we the people,FALSE,764,2983417
2008,Wisconsin,WI,"Moore, Brian",socialist party usa,FALSE,540,2983417
2008,Wisconsin,WI,"La Riva, Gloria Estella",socialism and liberation party,FALSE,237,2983417
2008,Wyoming,WY,"McCain, John",republican,FALSE,164958,254904
2008,Wyoming,WY,"Obama, Barack H.",democrat,FALSE,82868,254904
2008,Wyoming,WY,,independent,FALSE,3717,254904
2008,Wyoming,WY,"Barr, Bob",libertarian,FALSE,1594,254904
2008,Wyoming,WY,,,TRUE,1521,254904
2008,Wyoming,WY,Over Vote,,FALSE,246,254904
2012,Alabama,AL,"Romney, Mitt",republican,FALSE,1255925,2074338
2012,Alabama,AL,"Obama, Barack H.",democrat,FALSE,795696,2074338
2012,Alabama,AL,,independent,FALSE,18706,2074338
2012,Alabama,AL,,,TRUE,4011,2074338
2012,Alaska,AK,"Romney, Mitt",republican,FALSE,164676,300495
2012,Alaska,AK,"Obama, Barack H.",democrat,FALSE,122640,300495
2012,Alaska,AK,"Johnson, Gary",libertarian,FALSE,7392,300495
2012,Alaska,AK,"Stein, Jill",green,FALSE,2917,300495
2012,Alaska,AK,,,TRUE,2870,300495
2012,Arizona,AZ,"Romney, Mitt",republican,FALSE,1233654,2299254
2012,Arizona,AZ,"Obama, Barack H.",democrat,FALSE,1025232,2299254
2012,Arizona,AZ,"Johnson, Gary",libertarian,FALSE,32100,2299254
2012,Arizona,AZ,"Stein, Jill",green,FALSE,7816,2299254
2012,Arizona,AZ,,,TRUE,452,2299254
2012,Arkansas,AR,"Romney, Mitt",republican,FALSE,647744,1069468
2012,Arkansas,AR,"Obama, Barack H.",democrat,FALSE,394409,1069468
2012,Arkansas,AR,"Johnson, Gary",libertarian,FALSE,16276,1069468
2012,Arkansas,AR,"Stein, Jill",green,FALSE,9305,1069468
2012,Arkansas,AR,"La Riva, Gloria Estella",socialism and liberation party,FALSE,1734,1069468
2012,California,CA,"Obama, Barack H.",democrat,FALSE,7854285,13038547
2012,California,CA,"Romney, Mitt",republican,FALSE,4839958,13038547
2012,California,CA,"Johnson, Gary",libertarian,FALSE,143221,13038547
2012,California,CA,"Stein, Jill",green,FALSE,85638,13038547
2012,California,CA,"Barr, Roseanne",peace & freedom,FALSE,53824,13038547
2012,California,CA,"Hoefling, Thomas Conrad """"Tom""""",american independent party,FALSE,38372,13038547
2012,California,CA,,,TRUE,23249,13038547
2012,Colorado,CO,"Obama, Barack H.",democrat,FALSE,1323101,2569516
2012,Colorado,CO,"Romney, Mitt",republican,FALSE,1185243,2569516
2012,Colorado,CO,"Johnson, Gary",libertarian,FALSE,35545,2569516
2012,Colorado,CO,"Stein, Jill",green,FALSE,7508,2569516
2012,Colorado,CO,"Goode, Virgil Hamlin, Jr.",american constitution party,FALSE,6234,2569516
2012,Colorado,CO,"Barr, Roseanne",peace & freedom,FALSE,5057,2569516
2012,Colorado,CO,"Reed, Jill Ann",no party affiliation,FALSE,2588,2569516
2012,Colorado,CO,"Anderson, Ross Carl """"Rocky""""",justice,FALSE,1262,2569516
2012,Colorado,CO,"Tittle, Sheila """"Samm""""",we the people,FALSE,791,2569516
2012,Colorado,CO,"Hoefling, Thomas Conrad """"Tom""""",america's party,FALSE,679,2569516
2012,Colorado,CO,"La Riva, Gloria Estella",socialism and liberation party,FALSE,317,2569516
2012,Colorado,CO,"Alexander, Stewart",socialist,FALSE,308,2569516
2012,Colorado,CO,"Miller, Merlin",american third position,FALSE,267,2569516
2012,Colorado,CO,"Stevens, Thomas Robert """"Tom""""",objectivist party,FALSE,235,2569516
2012,Colorado,CO,"Harris, James",socialist workers,FALSE,192,2569516
2012,Colorado,CO,"White, Jerry",socialist equality party,FALSE,189,2569516
2012,Connecticut,CT,"Obama, Barack H.",democrat,FALSE,905083,1558204
2012,Connecticut,CT,"Romney, Mitt",republican,FALSE,634892,1558204
2012,Connecticut,CT,"Johnson, Gary",libertarian,FALSE,12340,1558204
2012,Connecticut,CT,,independent,FALSE,4971,1558204
2012,Connecticut,CT,,,TRUE,918,1558204
2012,Delaware,DE,"Obama, Barack H.",democrat,FALSE,242584,413890
2012,Delaware,DE,"Romney, Mitt",republican,FALSE,165484,413890
2012,Delaware,DE,"Johnson, Gary",libertarian,FALSE,3882,413890
2012,Delaware,DE,"Stein, Jill",green,FALSE,1940,413890
2012,District of Columbia,DC,"Obama, Barack H.",democrat,FALSE,267070,293764
2012,District of Columbia,DC,"Romney, Mitt",republican,FALSE,21381,293764
2012,District of Columbia,DC,"Stein, Jill",d.c. statehood green,FALSE,2458,293764
2012,District of Columbia,DC,"Johnson, Gary",libertarian,FALSE,2083,293764
2012,District of Columbia,DC,,,TRUE,772,293764
2012,Florida,FL,"Obama, Barack H.",democrat,FALSE,4237756,8474179
2012,Florida,FL,"Romney, Mitt",republican,FALSE,4163447,8474179
2012,Florida,FL,"Johnson, Gary",libertarian,FALSE,44726,8474179
2012,Florida,FL,"Stein, Jill",green,FALSE,8947,8474179
2012,Florida,FL,"Barr, Roseanne",peace & freedom,FALSE,8154,8474179
2012,Florida,FL,"Stevens, Thomas Robert """"Tom""""",objectivist party,FALSE,3856,8474179
2012,Florida,FL,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,2607,8474179
2012,Florida,FL,"Anderson, Ross Carl """"Rocky""""",justice,FALSE,1754,8474179
2012,Florida,FL,"Hoefling, Thomas Conrad """"Tom""""",american independent,FALSE,946,8474179
2012,Florida,FL,"Barnett, Andre",reform party,FALSE,820,8474179
2012,Florida,FL,"Alexander, Stewart",socialist,FALSE,799,8474179
2012,Florida,FL,"Lindsay, Peta",socialism and liberation party,FALSE,322,8474179
2012,Florida,FL,,,TRUE,45,8474179
2012,Georgia,GA,"Romney, Mitt",republican,FALSE,2078688,3897839
2012,Georgia,GA,"Obama, Barack H.",democrat,FALSE,1773827,3897839
2012,Georgia,GA,"Johnson, Gary",libertarian,FALSE,45324,3897839
2012,Hawaii,HI,"Obama, Barack H.",democrat,FALSE,306658,437159
2012,Hawaii,HI,"Romney, Mitt",republican,FALSE,121015,437159
2012,Hawaii,HI,"Johnson, Gary",libertarian,FALSE,3840,437159
2012,Hawaii,HI,"Stein, Jill",green,FALSE,3184,437159
2012,Hawaii,HI,Blank Vote,,FALSE,2227,437159
2012,Hawaii,HI,Over Vote,,FALSE,235,437159
2012,Idaho,ID,"Romney, Mitt",republican,FALSE,420911,652274
2012,Idaho,ID,"Obama, Barack H.",democrat,FALSE,212787,652274
2012,Idaho,ID,"Johnson, Gary",libertarian,FALSE,9453,652274
2012,Idaho,ID,,independent,FALSE,6901,652274
2012,Idaho,ID,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,2222,652274
2012,Illinois,IL,"Obama, Barack H.",democrat,FALSE,3019512,5242014
2012,Illinois,IL,"Romney, Mitt",republican,FALSE,2135216,5242014
2012,Illinois,IL,"Johnson, Gary",libertarian,FALSE,56229,5242014
2012,Illinois,IL,"Stein, Jill",green,FALSE,30222,5242014
2012,Illinois,IL,,,TRUE,835,5242014
2012,Indiana,IN,"Romney, Mitt",republican,FALSE,1420543,2624534
2012,Indiana,IN,"Obama, Barack H.",democrat,FALSE,1152887,2624534
2012,Indiana,IN,"Johnson, Gary",libertarian,FALSE,50111,2624534
2012,Indiana,IN,,,TRUE,993,2624534
2012,Iowa,IA,"Obama, Barack H.",democrat,FALSE,822544,1582180
2012,Iowa,IA,"Romney, Mitt",republican,FALSE,730617,1582180
2012,Iowa,IA,"Johnson, Gary",libertarian,FALSE,12926,1582180
2012,Iowa,IA,,,TRUE,7442,1582180
2012,Iowa,IA,"Stein, Jill",green,FALSE,3769,1582180
2012,Iowa,IA,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,3038,1582180
2012,Iowa,IA,,nominated by petition,FALSE,1027,1582180
2012,Iowa,IA,"Harris, James",socialist workers,FALSE,445,1582180
2012,Iowa,IA,"La Riva, Gloria Estella",socialism and liberation party,FALSE,372,1582180
2012,Kansas,KS,"Romney, Mitt",republican,FALSE,692634,1159971
2012,Kansas,KS,"Obama, Barack H.",democrat,FALSE,440726,1159971
2012,Kansas,KS,"Johnson, Gary",libertarian,FALSE,20456,1159971
2012,Kansas,KS,"Baldwin, Charles """"Chuck""""",reform party,FALSE,5017,1159971
2012,Kansas,KS,,,TRUE,1138,1159971
2012,Kentucky,KY,"Romney, Mitt",republican,FALSE,1087190,1797212
2012,Kentucky,KY,"Obama, Barack H.",democrat,FALSE,679370,1797212
2012,Kentucky,KY,"Johnson, Gary",libertarian,FALSE,17063,1797212
2012,Kentucky,KY,"Terry, Randall",independent,FALSE,6872,1797212
2012,Kentucky,KY,"Stein, Jill",green,FALSE,6337,1797212
2012,Kentucky,KY,,,TRUE,380,1797212
2012,Louisiana,LA,"Romney, Mitt",republican,FALSE,1152262,1994065
2012,Louisiana,LA,"Obama, Barack H.",democrat,FALSE,809141,1994065
2012,Louisiana,LA,"Johnson, Gary",libertarian,FALSE,18157,1994065
2012,Louisiana,LA,"Stein, Jill",green,FALSE,6978,1994065
2012,Louisiana,LA,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,2508,1994065
2012,Louisiana,LA,"Tittle, Sheila """"Samm""""",we the people,FALSE,1767,1994065
2012,Louisiana,LA,"Anderson, Ross Carl """"Rocky""""",justice,FALSE,1368,1994065
2012,Louisiana,LA,"Lindsay, Peta",socialism and liberation party,FALSE,622,1994065
2012,Louisiana,LA,"Fellure, Lowell Jackson """"Jack""""",prohibition,FALSE,518,1994065
2012,Louisiana,LA,"Harris, James",socialist workers,FALSE,389,1994065
2012,Louisiana,LA,"White, Jerome """"Jerry""""",socialist equality party,FALSE,355,1994065
2012,Maine,ME,"Obama, Barack H.",democrat,FALSE,401306,724758
2012,Maine,ME,"Romney, Mitt",republican,FALSE,292276,724758
2012,Maine,ME,Blank Vote,,FALSE,11578,724758
2012,Maine,ME,"Johnson, Gary",libertarian,FALSE,9352,724758
2012,Maine,ME,"Stein, Jill",green,FALSE,8119,724758
2012,Maine,ME,,,TRUE,2127,724758
2012,Maryland,MD,"Obama, Barack H.",democrat,FALSE,1677844,2707327
2012,Maryland,MD,"Romney, Mitt",republican,FALSE,971869,2707327
2012,Maryland,MD,"Johnson, Gary",libertarian,FALSE,30195,2707327
2012,Maryland,MD,"Stein, Jill",green,FALSE,17110,2707327
2012,Maryland,MD,,,TRUE,10309,2707327
2012,Massachusetts,MA,"Obama, Barack H.",democrat,FALSE,1921290,3184196
2012,Massachusetts,MA,"Romney, Mitt",republican,FALSE,1188314,3184196
2012,Massachusetts,MA,"Johnson, Gary",libertarian,FALSE,30920,3184196
2012,Massachusetts,MA,"Stein, Jill",green-rainbow,FALSE,20691,3184196
2012,Massachusetts,MA,Blank Vote/Scattering,,FALSE,16429,3184196
2012,Massachusetts,MA,Other,,FALSE,6552,3184196
2012,Michigan,MI,"Obama, Barack H.",democrat,FALSE,2564569,4730961
2012,Michigan,MI,"Romney, Mitt",republican,FALSE,2115256,4730961
2012,Michigan,MI,"Stein, Jill",green,FALSE,21897,4730961
2012,Michigan,MI,"Goode, Virgil Hamlin, Jr.",u.s. taxpayers party,FALSE,16119,4730961
2012,Michigan,MI,,,TRUE,7973,4730961
2012,Michigan,MI,"Anderson, Ross Carl """"Rocky""""",natural law,FALSE,5147,4730961
2012,Minnesota,MN,"Obama, Barack H.",democratic-farmer-labor,FALSE,1546167,2936561
2012,Minnesota,MN,"Romney, Mitt",republican,FALSE,1320225,2936561
2012,Minnesota,MN,"Johnson, Gary",libertarian,FALSE,35098,2936561
2012,Minnesota,MN,"Stein, Jill",green,FALSE,13023,2936561
2012,Minnesota,MN,,,TRUE,10641,2936561
2012,Minnesota,MN,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,3722,2936561
2012,Minnesota,MN,"Carlson, Jim",grassroots,FALSE,3149,2936561
2012,Minnesota,MN,"Anderson, Ross Carl """"Rocky""""",justice,FALSE,1996,2936561
2012,Minnesota,MN,"Morstad, Dean",constitutional government,FALSE,1092,2936561
2012,Minnesota,MN,"Harris, James",socialist workers,FALSE,1051,2936561
2012,Minnesota,MN,"Lindsay, Peta",socialism and liberation party,FALSE,397,2936561
2012,Mississippi,MS,"Romney, Mitt",republican,FALSE,710746,1285584
2012,Mississippi,MS,"Obama, Barack H.",democrat,FALSE,562949,1285584
2012,Mississippi,MS,"Johnson, Gary",libertarian,FALSE,6676,1285584
2012,Mississippi,MS,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,2609,1285584
2012,Mississippi,MS,"Stein, Jill",green,FALSE,1588,1285584
2012,Mississippi,MS,"Washer, Barbara Dale",reform party,FALSE,1016,1285584
2012,Missouri,MO,"Romney, Mitt",republican,FALSE,1482440,2757323
2012,Missouri,MO,"Obama, Barack H.",democrat,FALSE,1223796,2757323
2012,Missouri,MO,"Johnson, Gary",libertarian,FALSE,43151,2757323
2012,Missouri,MO,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,7936,2757323
2012,Montana,MT,"Romney, Mitt",republican,FALSE,267928,484048
2012,Montana,MT,"Obama, Barack H.",democrat,FALSE,201839,484048
2012,Montana,MT,"Johnson, Gary",libertarian,FALSE,14165,484048
2012,Montana,MT,,,TRUE,116,484048
2012,Nebraska,NE,"Romney, Mitt",republican,FALSE,475064,794379
2012,Nebraska,NE,"Obama, Barack H.",democrat,FALSE,302081,794379
2012,Nebraska,NE,"Johnson, Gary",libertarian,FALSE,11109,794379
2012,Nebraska,NE,,,TRUE,3717,794379
2012,Nebraska,NE,,nominated by petition,FALSE,2408,794379
2012,Nevada,NV,"Obama, Barack H.",democrat,FALSE,531373,1014918
2012,Nevada,NV,"Romney, Mitt",republican,FALSE,463567,1014918
2012,Nevada,NV,"Johnson, Gary",libertarian,FALSE,10968,1014918
2012,Nevada,NV,None Of These Candidates,,FALSE,5770,1014918
2012,Nevada,NV,"Goode, Virgil Hamlin, Jr.",independent american,FALSE,3240,1014918
2012,New Hampshire,NH,"Obama, Barack H.",democrat,FALSE,369561,710972
2012,New Hampshire,NH,"Romney, Mitt",republican,FALSE,329918,710972
2012,New Hampshire,NH,"Johnson, Gary",libertarian,FALSE,8212,710972
2012,New Hampshire,NH,,,TRUE,1698,710972
2012,New Hampshire,NH,Scattering,,FALSE,875,710972
2012,New Hampshire,NH,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,708,710972
2012,New Jersey,NJ,"Obama, Barack H.",democrat,FALSE,2122786,3638499
2012,New Jersey,NJ,"Romney, Mitt",republican,FALSE,1478088,3638499
2012,New Jersey,NJ,"Johnson, Gary",libertarian,FALSE,21035,3638499
2012,New Jersey,NJ,"Stein, Jill",green,FALSE,9886,3638499
2012,New Jersey,NJ,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,2063,3638499
2012,New Jersey,NJ,"Anderson, Ross Carl """"Rocky""""",justice,FALSE,1723,3638499
2012,New Jersey,NJ,"Boss, Jeffery",nsa did 911,FALSE,1024,3638499
2012,New Jersey,NJ,"Harris, James",socialist workers,FALSE,709,3638499
2012,New Jersey,NJ,"Miller, Merlin",american third position,FALSE,664,3638499
2012,New Jersey,NJ,"Lindsay, Peta",socialism and liberation party,FALSE,521,3638499
2012,New Mexico,NM,"Obama, Barack H.",democrat,FALSE,415335,783758
2012,New Mexico,NM,"Romney, Mitt",republican,FALSE,335788,783758
2012,New Mexico,NM,"Johnson, Gary",libertarian,FALSE,27788,783758
2012,New Mexico,NM,"Stein, Jill",green,FALSE,2691,783758
2012,New Mexico,NM,,new mexico independent party,FALSE,1174,783758
2012,New Mexico,NM,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,982,783758
2012,New York,NY,"Obama, Barack H.",democrat,FALSE,4324228,7116784
2012,New York,NY,"Romney, Mitt",republican,FALSE,2223397,7116784
2012,New York,NY,"Romney, Mitt",conservative,FALSE,262035,7116784
2012,New York,NY,"Obama, Barack H.",working families,FALSE,147643,7116784
2012,New York,NY,Blank Vote/Void Vote/Scattering,,FALSE,63881,7116784
2012,New York,NY,"Johnson, Gary",libertarian,FALSE,47092,7116784
2012,New York,NY,"Stein, Jill",green,FALSE,39856,7116784
2012,New York,NY,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,6270,7116784
2012,New York,NY,"Lindsay, Peta",socialism and liberation party,FALSE,2039,7116784
2012,New York,NY,,,TRUE,343,7116784
2012,North Carolina,NC,"Romney, Mitt",republican,FALSE,2270395,4505372
2012,North Carolina,NC,"Obama, Barack H.",democrat,FALSE,2178391,4505372
2012,North Carolina,NC,"Johnson, Gary",libertarian,FALSE,44515,4505372
2012,North Carolina,NC,,,TRUE,12071,4505372
2012,North Dakota,ND,"Romney, Mitt",republican,FALSE,188320,322932
2012,North Dakota,ND,"Obama, Barack H.",democrat,FALSE,124966,322932
2012,North Dakota,ND,"Johnson, Gary",libertarian,FALSE,5238,322932
2012,North Dakota,ND,,,TRUE,1860,322932
2012,North Dakota,ND,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,1186,322932
2012,North Dakota,ND,"Stein, Jill",green,FALSE,1362,322932
2012,Ohio,OH,"Obama, Barack H.",democrat,FALSE,2827621,5580822
2012,Ohio,OH,"Romney, Mitt",republican,FALSE,2661407,5580822
2012,Ohio,OH,"Johnson, Gary",libertarian,FALSE,49493,5580822
2012,Ohio,OH,"Stein, Jill",green,FALSE,18574,5580822
2012,Ohio,OH,"Duncan, Richard",independent,FALSE,12502,5580822
2012,Ohio,OH,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,8151,5580822
2012,Ohio,OH,"Alexander, Stewart",socialist,FALSE,2967,5580822
2012,Ohio,OH,,,TRUE,107,5580822
2012,Oklahoma,OK,"Romney, Mitt",republican,FALSE,891325,1334872
2012,Oklahoma,OK,"Obama, Barack H.",democrat,FALSE,443547,1334872
2012,Oregon,OR,"Obama, Barack H.",democrat,FALSE,970488,1789270
2012,Oregon,OR,"Romney, Mitt",republican,FALSE,754175,1789270
2012,Oregon,OR,"Johnson, Gary",libertarian,FALSE,24089,1789270
2012,Oregon,OR,"Stein, Jill",pacific green,FALSE,19427,1789270
2012,Oregon,OR,Other,,FALSE,13275,1789270
2012,Oregon,OR,"Christensen, Will",constitution party,FALSE,4432,1789270
2012,Oregon,OR,"Anderson, Ross Carl """"Rocky""""",progressive,FALSE,3384,1789270
2012,Pennsylvania,PA,"Obama, Barack H.",democrat,FALSE,2990274,5742040
2012,Pennsylvania,PA,"Romney, Mitt",republican,FALSE,2680434,5742040
2012,Pennsylvania,PA,"Johnson, Gary",libertarian,FALSE,49991,5742040
2012,Pennsylvania,PA,"Stein, Jill",green,FALSE,21341,5742040
2012,Rhode Island,RI,"Obama, Barack H.",democrat,FALSE,279677,446049
2012,Rhode Island,RI,"Romney, Mitt",republican,FALSE,157204,446049
2012,Rhode Island,RI,"Johnson, Gary",libertarian,FALSE,4388,446049
2012,Rhode Island,RI,"Stein, Jill",green,FALSE,2421,446049
2012,Rhode Island,RI,,,TRUE,1381,446049
2012,Rhode Island,RI,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,430,446049
2012,Rhode Island,RI,"Anderson, Ross Carl """"Rocky""""",justice,FALSE,416,446049
2012,Rhode Island,RI,"Lindsay, Peta",socialism and liberation party,FALSE,132,446049
2012,South Carolina,SC,"Romney, Mitt",republican,FALSE,1071645,1964118
2012,South Carolina,SC,"Obama, Barack H.",democrat,FALSE,865941,1964118
2012,South Carolina,SC,"Johnson, Gary",libertarian,FALSE,16321,1964118
2012,South Carolina,SC,"Stein, Jill",green,FALSE,5446,1964118
2012,South Carolina,SC,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,4765,1964118
2012,South Dakota,SD,"Romney, Mitt",republican,FALSE,210610,363815
2012,South Dakota,SD,"Obama, Barack H.",democrat,FALSE,145039,363815
2012,South Dakota,SD,"Johnson, Gary",libertarian,FALSE,5795,363815
2012,South Dakota,SD,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,2371,363815
2012,Tennessee,TN,"Romney, Mitt",republican,FALSE,1462330,2458577
2012,Tennessee,TN,"Obama, Barack H.",democrat,FALSE,960709,2458577
2012,Tennessee,TN,,independent,FALSE,23001,2458577
2012,Tennessee,TN,"Stein, Jill",green,FALSE,6515,2458577
2012,Tennessee,TN,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,6022,2458577
2012,Texas,TX,"Romney, Mitt",republican,FALSE,4569843,7993851
2012,Texas,TX,"Obama, Barack H.",democrat,FALSE,3308124,7993851
2012,Texas,TX,"Johnson, Gary",libertarian,FALSE,88580,7993851
2012,Texas,TX,"Stein, Jill",green,FALSE,24657,7993851
2012,Texas,TX,,,TRUE,2647,7993851
2012,Utah,UT,"Romney, Mitt",republican,FALSE,740600,1017440
2012,Utah,UT,"Obama, Barack H.",democrat,FALSE,251813,1017440
2012,Utah,UT,"Johnson, Gary",libertarian,FALSE,12572,1017440
2012,Utah,UT,"Anderson, Ross Carl """"Rocky""""",justice,FALSE,5335,1017440
2012,Utah,UT,"Stein, Jill",green,FALSE,3817,1017440
2012,Utah,UT,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,2871,1017440
2012,Utah,UT,,no party affiliation,FALSE,393,1017440
2012,Utah,UT,,,TRUE,39,1017440
2012,Vermont,VT,"Obama, Barack H.",democrat,FALSE,199239,299290
2012,Vermont,VT,"Romney, Mitt",republican,FALSE,92698,299290
2012,Vermont,VT,"Johnson, Gary",libertarian,FALSE,3487,299290
2012,Vermont,VT,,,TRUE,2043,299290
2012,Vermont,VT,"Anderson, Ross Carl """"Rocky""""",justice,FALSE,1128,299290
2012,Vermont,VT,"Lindsay, Peta",socialism and liberation party,FALSE,695,299290
2012,Virginia,VA,"Obama, Barack H.",democrat,FALSE,1971820,3854489
2012,Virginia,VA,"Romney, Mitt",republican,FALSE,1822522,3854489
2012,Virginia,VA,"Johnson, Gary",libertarian,FALSE,31216,3854489
2012,Virginia,VA,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,13058,3854489
2012,Virginia,VA,"Stein, Jill",green,FALSE,8627,3854489
2012,Virginia,VA,,,TRUE,7246,3854489
2012,Washington,WA,"Obama, Barack H.",democrat,FALSE,1755396,3125516
2012,Washington,WA,"Mitt, Romney",republican,FALSE,1290670,3125516
2012,Washington,WA,"Johnson, Gary",libertarian,FALSE,42202,3125516
2012,Washington,WA,"Stein, Jill",green,FALSE,20928,3125516
2012,Washington,WA,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,8851,3125516
2012,Washington,WA,"Anderson, Ross Carl """"Rocky""""",justice,FALSE,4946,3125516
2012,Washington,WA,"Lindsay, Peta",socialism and liberation party,FALSE,1318,3125516
2012,Washington,WA,"Harris, James",socialist workers,FALSE,1205,3125516
2012,West Virginia,WV,"Romney, Mitt",republican,FALSE,417655,670438
2012,West Virginia,WV,"Obama, Barack H.",democrat,FALSE,238269,670438
2012,West Virginia,WV,"Johnson, Gary",libertarian,FALSE,6302,670438
2012,West Virginia,WV,"Stein, Jill",mountain party,FALSE,4406,670438
2012,West Virginia,WV,,no party affiliation,FALSE,3806,670438
2012,Wisconsin,WI,"Obama, Barack H.",democrat,FALSE,1620985,3071434
2012,Wisconsin,WI,"Romney, Mitt",republican,FALSE,1410966,3071434
2012,Wisconsin,WI,,independent,FALSE,29383,3071434
2012,Wisconsin,WI,Scattering,,FALSE,5170,3071434
2012,Wisconsin,WI,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,4930,3071434
2012,Wyoming,WY,"Romney, Mitt",republican,FALSE,170962,250701
2012,Wyoming,WY,"Obama, Barack H.",democrat,FALSE,69286,250701
2012,Wyoming,WY,"Johnson, Gary",libertarian,FALSE,5326,250701
2012,Wyoming,WY,,,TRUE,2035,250701
2012,Wyoming,WY,"Goode, Virgil Hamlin, Jr.",constitution party,FALSE,1452,250701
2012,Wyoming,WY,Blank Vote,,FALSE,1367,250701
2012,Wyoming,WY,Over Vote,,FALSE,273,250701
2016,Alabama,AL,"Trump, Donald J.",republican,FALSE,1318255,2123372
2016,Alabama,AL,"Clinton, Hillary",democrat,FALSE,729547,2123372
2016,Alabama,AL,"Johnson, Gary",libertarian,FALSE,44467,2123372
2016,Alabama,AL,,,TRUE,21712,2123372
2016,Alabama,AL,"Stein, Jill",green,FALSE,9391,2123372
2016,Alaska,AK,"Trump, Donald J.",republican,FALSE,163387,318608
2016,Alaska,AK,"Clinton, Hillary",democrat,FALSE,116454,318608
2016,Alaska,AK,"Johnson, Gary",libertarian,FALSE,18725,318608
2016,Alaska,AK,,,TRUE,9201,318608
2016,Alaska,AK,"Stein, Jill",green,FALSE,5735,318608
2016,Alaska,AK,"Castle, Darrell L.",constitution party,FALSE,3866,318608
2016,Alaska,AK,"De La Fuente, Roque """"Rocky""""",no party affiliation,FALSE,1240,318608
2016,Arizona,AZ,"Trump, Donald J.",republican,FALSE,1252401,2573165
2016,Arizona,AZ,"Clinton, Hillary",democrat,FALSE,1161167,2573165
2016,Arizona,AZ,"Johnson, Gary",libertarian,FALSE,106327,2573165
